user_pseudo_id,session_num,pv_num,purchase_num
86167933.6314539203,8,39,0
39285264.3277223599,8,39,0
6583319.9395247354,8,39,0
1111195.2086696596,8,37,0
7754677.1781662954,8,36,0
4362713.8363943874,8,35,0
2651197.1532552824,8,34,2
5736344.0815882750,8,34,0
12214393.3290436908,8,34,0
54016672.0604103931,8,34,0
2521382.3186727689,8,34,0
56736318.5112288188,8,33,0
26371728.7894166489,8,33,0
40634293.9427059845,8,32,1
3212593383.8968377943,8,31,0
35626767.1610925268,8,31,0
3455577.2631152994,8,31,0
8449709.4185988016,8,29,0
1731049.8728915913,8,29,0
7986148.9699115170,8,28,0
4884303.0358943075,8,28,0
19297862.2056411858,8,27,0
22106177.8716111630,8,27,0
6927018.2610944962,8,27,0
3187586.9218635940,8,27,0
6080279.9957973590,8,26,0
78171585.8855345943,8,26,0
75673660.9720001962,8,25,0
82465297.0155708835,8,24,0
8936896.0711770056,8,22,0
7230566.1748573530,8,22,0
45306805.1870430331,8,21,0
66308382.6302738698,8,21,0
34811373.7280204506,8,21,0
35793874.4936640365,8,21,0
8072159.0214696337,8,20,0
48273554.5188832230,8,20,0
4781186.5598357658,8,20,0
8298564.4090695220,8,19,0
27022490.0632621959,8,18,0
74277562.2599570733,8,18,0
41805392.3320016374,8,18,0
478573643.2008174418,8,18,0
18224365.8930287799,8,18,0
5244553.2978111878,8,17,0
72246096.2876146689,8,17,0
2796522.6957555816,8,16,0
1163601873.4735251467,8,16,0
76051602.5348981458,8,16,0
13044396.3455746956,8,16,0
4532027188.4893524658,8,15,0
78354294.8735793148,8,15,0
3117289.0450306966,8,14,0
78101200.6458153524,8,13,0
67942964.2350978333,8,13,0
47330411.3331385129,8,13,0
8606699.0032416463,8,13,0
21220702.8551000045,8,11,0
3175313.6545107515,8,9,0
1954953.0721200891,8,8,0
48568013.6801171570,7,170,1
77052125.0799530822,7,166,2
8076546.3814078834,7,158,1
4670841.6660469429,7,155,1
1160488.2375923167,7,154,1
2342971.6074063060,7,153,1
67648046.0122401051,7,136,1
55610405.6968910754,7,129,1
476070910.3167880449,7,121,0
19635531.2112455317,7,116,1
70837356.3699604903,7,110,0
4978981.7891616044,7,105,0
7745302.0653249489,7,104,1
10420450.3769657970,7,94,0
45479032.7200143782,7,85,1
5068183.2177090456,7,85,0
42546302.3184448201,7,84,1
49027336.0218094919,7,84,0
86594696.7949344376,7,83,0
19991877.3763664107,7,82,0
28134106.1591086954,7,78,0
17150060.0597303355,7,75,0
6268153.4783740270,7,74,0
6060062028.4637677482,7,74,0
1874846.1710389816,7,73,0
7838725.4269957032,7,71,0
22928833.0736630150,7,70,0
3620339.2847806024,7,67,0
7658396.5746251975,7,65,0
91719952.3430360124,7,65,1
2566418.5535518831,7,63,1
4229717.4815659011,7,61,1
7669524.3455553039,7,61,0
6867779.6634381231,7,61,0
36256712.1326640719,7,57,1
52963408.8320264398,7,52,1
3612440628.1896153694,7,52,1
8879858.9670506081,7,51,1
5348500221.1825171958,7,51,0
29339544.5051604260,7,51,4
83387184.5649814185,7,50,1
8265747598.5466357944,7,50,0
6851166.0684284582,7,48,0
22620746.1539227578,7,47,0
4501126.5037605839,7,46,0
42132335.2507497949,7,45,0
78370839.8753926393,7,44,0
1852884.1667842088,7,44,0
4350461.5160448996,7,43,0
7411487.6036119390,7,43,1
5226603412.3505257270,7,42,0
1442352.3658130118,7,41,0
42862637.3961876783,7,41,0
3448681.1233457247,7,41,1
5123007663.9429596553,7,39,2
1240985.3561033196,7,39,0
5984011.1809949655,7,39,0
1263510.2346903431,7,38,1
40696779.5675141710,7,38,0
8903684.1844800672,7,38,0
53442439.8338444528,7,37,0
83470863.4761299587,7,36,0
2651005.9529113249,7,35,0
71708147.7306083863,7,35,0
1665309.7417224697,7,34,0
40860006.9408622480,7,34,0
83100138.3799262840,7,33,0
79773154.0392512917,7,32,0
33039452.4459790989,7,31,0
7993840.5741597279,7,31,0
26633651.2151436674,7,31,0
47108736.0799432853,7,29,0
74703344.8902615998,7,29,0
5782750.8289605381,7,29,0
25580249.5071353675,7,29,0
24552575.3934105891,7,29,0
4858592.4671729167,7,29,0
8439246.7263183878,7,28,0
14824643.6662817646,7,28,0
82246447.5312872884,7,28,0
2895857185.2752044838,7,28,0
35476246.1056843784,7,27,0
91880904.2823547184,7,27,0
6570300.8703187075,7,27,0
8276821.5168354311,7,27,0
86175749.1848207719,7,26,0
88112826.4283753088,7,26,0
1651715.4830915079,7,26,0
69831778.2116244072,7,26,0
8349687.0638620212,7,25,0
57026337.9559341753,7,25,0
67630618.7486137747,7,25,0
4222830.9802689196,7,24,0
29057959.6356005819,7,24,0
55456714.5626062263,7,24,0
7781005.8731273191,7,23,0
39040153.0068804009,7,23,0
40496109.7031734229,7,23,0
57674187.7868531604,7,23,0
91888937.8199068983,7,23,0
1832901.6858372514,7,23,0
88256624.1326999069,7,23,0
6863382.4416551492,7,23,0
91292471.9113179294,7,23,0
46799560.4452791956,7,22,0
8283640286.2629207664,7,22,0
8535571.8324408786,7,22,0
34238764.7916817715,7,22,0
80121040.9436479670,7,22,0
5055352.2818270129,7,22,0
27792160.7826418308,7,22,0
2085160.9959749082,7,22,0
1485324.7628096381,7,22,0
36589347.7435171041,7,21,0
49508636.7334029837,7,21,0
7166838.5827476969,7,21,0
22061347.5954444397,7,21,0
76757673.4420395492,7,20,0
81484612.3475814399,7,20,0
13192744.6456066768,7,20,0
59840231.3414995525,7,19,0
62558581.6064880251,7,19,0
91237272.4717479911,7,19,0
8541379766.0903357844,7,19,0
8579844.6029906596,7,19,0
4882937.0943041057,7,19,0
45671949.2812667430,7,19,0
7183277.0089198820,7,18,0
38943505.3778489892,7,18,0
3572236.7477234372,7,17,0
35322826.2380843848,7,17,0
85735688.6645535454,7,17,0
8188412.0611120683,7,17,0
49923373.4440347779,7,17,0
62123836.3893198623,7,16,0
21501260.0136776798,7,16,0
6340026.2480718860,7,16,0
2563982.7084295364,7,16,0
4067267.1030688454,7,16,0
76910355.5916696630,7,15,0
13010900.7715526776,7,15,0
8009079.7749913272,7,15,0
2640140.8143898152,7,15,0
26916753.4904919912,7,15,0
4892640.6193275741,7,15,0
5081630.4260432338,7,14,0
13910918.9433437172,7,14,0
6530979.5642729701,7,14,0
25616890.0053224463,7,14,0
40706056.2511798572,7,14,0
5005638.5489968792,7,14,0
83235422.1280660091,7,14,0
4683719.3414869128,7,14,0
7712743.2520847273,7,14,0
1895978.1806871665,7,14,0
36179030.9983542845,7,14,0
91257835.1603836356,7,14,0
4627160.1121916787,7,13,0
28422468.6007300967,7,13,0
12264812.3741060161,7,12,0
99267928.7148987662,7,12,0
28713104.3969610333,7,12,0
9095496331.5002915391,7,12,0
37627121.9241061908,7,11,0
54462597.1030688454,7,11,0
3875889.8129450335,7,11,0
45850477.6501119027,7,10,0
2715765.0384295927,7,10,0
46999550.4458134827,7,10,0
7152072.7791236120,7,9,0
3283724.0238344354,7,8,0
40232975.0418468254,6,268,0
65858286.2730201992,6,147,1
90161584.3760788157,6,140,0
89580065.9315532719,6,128,1
69064877.5854121514,6,119,0
96421230.4783766490,6,111,0
1857672.4962438871,6,110,1
65620893.3905939008,6,109,0
8741663.0518466186,6,100,1
40652857.6013892710,6,97,1
61443972.0251565668,6,97,0
3903259.6420982880,6,96,1
523173218.0313574849,6,95,0
37875634.5630661442,6,90,0
4341795.5472462266,6,89,0
82699111.6908590067,6,88,1
70707107.7584107765,6,86,0
1063363.8922941272,6,86,1
7696064.2636084432,6,85,0
8635951.7155332526,6,83,6
64920042.7172093895,6,82,3
22960753.1694234332,6,81,0
5395593.7397446796,6,79,1
7012652.4882388524,6,79,1
23431940.9210543168,6,73,0
55113822.2356817283,6,73,0
430361825.0141085951,6,71,0
3680421.4213771360,6,70,1
38315694.5338721883,6,68,0
81446984.1609942483,6,68,1
4500503.0737168184,6,65,0
88929019.3402896993,6,64,1
54178523.4564591415,6,64,0
1750371.7249808647,6,63,0
84172914.5775541079,6,63,1
72073042.0806474241,6,62,0
83039306.3102353313,6,62,0
83806353.9025860739,6,62,1
85716296.2746032609,6,61,1
79640807.0397697073,6,59,0
4655212.0336154706,6,59,0
45833134.8080530134,6,59,0
4606122.1395985507,6,59,0
24614106.2865019793,6,59,0
6789255.8149326021,6,58,1
26760189.6827999299,6,58,0
9571203.8000646152,6,58,0
9013012176.4270996551,6,57,0
77637054.0215352743,6,56,1
87407310.1225347386,6,52,0
22758259.7142181160,6,51,1
21590807.9258004934,6,49,1
79377645.4085538345,6,49,0
7137981.5943358961,6,49,0
7236065.0817561231,6,49,0
7249294.5196553714,6,48,0
67633752.1426304482,6,48,1
14970836.1602543696,6,48,0
2956449.1484352954,6,48,1
17494077.2658372366,6,47,1
4318527027.1396086358,6,47,1
4532388276.8030432251,6,47,1
90197407.6635841321,6,46,1
3969953.0971832701,6,46,0
8767363.3623768720,6,45,0
7940199.6322903678,6,44,0
51637234.6996410513,6,44,0
7859149.7466935504,6,43,0
6476724.8273557377,6,43,0
28147494.8320259385,6,42,1
6685656.2124394276,6,42,1
4200470.7795900311,6,42,0
74439846.9580090939,6,41,0
76355813.2513981592,6,40,0
25249775.4355497331,6,40,0
5805754.0773310871,6,40,0
60429812.3330497226,6,39,0
6139519660.0542827101,6,38,1
16207065.1120777863,6,38,0
6835176.7565545971,6,38,0
2797834.7055641576,6,38,0
90945046.7404900107,6,37,1
32967997.1154805213,6,37,0
2759766.1733252273,6,37,0
1392253.9952787523,6,37,0
80818976.3243168408,6,36,1
89299209.0889511776,6,36,0
7049688.6125368953,6,36,0
6601579.9653625839,6,35,0
90170372.8150627613,6,35,0
3064545.2019467351,6,35,1
63241035.7982524370,6,34,0
2449114.2763043847,6,34,1
7796217.5342863927,6,34,0
19540677.0971577615,6,33,0
12670123.9263713229,6,33,0
4205366.2704658968,6,33,1
6902555.6331797931,6,33,0
18436463.4630313750,6,32,1
46628138.8363946766,6,32,0
4177632.9870770150,6,32,0
4077740.5677783958,6,32,0
9005238.9483288505,6,32,0
3808697.1709055075,6,31,0
5341370.2104384002,6,31,0
6110923.9848840766,6,31,0
2079337.4521460084,6,30,1
3234619280.3826964566,6,30,1
59337508.4977882497,6,30,0
3822252.1876101153,6,30,0
57499982.4479614398,6,30,0
1333728.0047687977,6,30,0
5568740.0088866374,6,30,0
59822379.1969801154,6,29,0
85548657.3713413794,6,29,0
1950108.6469907871,6,29,0
84548046.2287408834,6,29,0
33530613.9330080689,6,29,0
71495962.7854180753,6,28,0
5547475093.5843687675,6,28,0
2578811.4967255820,6,28,0
4505875.6210725050,6,27,0
2849355.8905176971,6,27,0
5322968128.0801553315,6,27,0
5859344.4909938067,6,27,0
62393838.4289173144,6,27,0
8552026.8074429135,6,27,0
29385995.0577074559,6,27,0
78921588.0170801768,6,26,0
56220626.6090472952,6,26,0
82818855.1645994432,6,26,0
56774677.3885645303,6,26,0
1800236.6952761557,6,25,0
1306493.1469289903,6,25,0
90455122.9660558980,6,25,0
56230852.9236756532,6,25,0
3195952.2697739574,6,24,0
77095533.4633569673,6,24,0
2190489673.9207557312,6,24,1
53939401.9018998744,6,23,0
7879471.1210302108,6,23,0
19831748.9318691269,6,23,0
54080009.9243035574,6,23,0
64797298.8608140430,6,23,0
67812300.5567687548,6,23,0
4888421.9325850821,6,23,0
25836037.5737580196,6,22,0
31722883.4683264305,6,22,0
2496826.9411494728,6,22,0
7822006.0083112201,6,22,0
25191200.0126494709,6,22,0
27972205.9783399152,6,21,0
54956979.2602733399,6,21,0
3622968.0925580731,6,21,0
91729452.2682919641,6,21,0
13248543.6641277791,6,21,0
2651463.1175008597,6,21,0
18545685.2500264030,6,20,0
6952456.4326658211,6,20,0
60151055.5663046005,6,20,0
16000708.3980394519,6,19,0
2093349.3276106748,6,19,0
4328510.9237494815,6,19,0
8016974.9502210890,6,19,0
80956005.4341054749,6,19,0
82341069.9606353557,6,19,0
9071133.3505469655,6,19,0
35291810.8680551249,6,19,0
42050232.2175110986,6,19,0
2479425.7455743127,6,18,0
11358620.6147349000,6,18,0
6327591.6860354652,6,18,0
20394489.5566163330,6,18,0
45529743.2756914140,6,18,1
51364308.0080675722,6,18,0
71359984.1815631435,6,18,0
43989659.1733272331,6,17,0
22288916.8827658539,6,17,0
20517400.0218552344,6,17,0
85578652.5809634460,6,17,0
2786317.5531870225,6,17,0
32776943.4175054199,6,17,0
45947366.9053839106,6,17,0
761746295.3144592121,6,17,0
8302736.2818582408,6,17,0
8510951.8878547851,6,17,0
2912598.7795070500,6,17,0
36687971.1327226710,6,16,0
71217065.3682235119,6,16,0
9946043.6725122096,6,16,0
3911205.2540002913,6,16,0
6234102.9524506229,6,16,0
69150054.6714245279,6,16,0
4526045.6299692727,6,16,0
3931191.6813956744,6,16,0
8869423.7037108062,6,16,0
63295425.3476686111,6,16,0
5368333.4137837787,6,16,0
72489305.6422062250,6,16,0
88564193.9128680005,6,15,0
84420781.1347815605,6,15,0
3125533.8207332044,6,15,0
59412459.6976363693,6,15,0
8802136.7656866510,6,15,0
76788462.6583640395,6,15,0
46627664.8051897906,6,15,0
8704460.6709457077,6,14,0
89440990.7098706938,6,14,0
9415109.3099904356,6,14,0
5545015.0309134929,6,14,0
91426655.5769251767,6,14,1
5513371.1985417085,6,14,0
4613600.3132097866,6,13,0
64869438.1920163704,6,13,0
49474786.4924808134,6,13,0
3360012.5047204389,6,13,0
4117819.5724244182,6,13,0
40982802.0537443640,6,13,0
53718266.7282178318,6,13,0
91158466.8113693443,6,13,0
66491996.5986356575,6,13,0
999563500.7869979415,6,13,0
50008027.1032278893,6,12,0
61837438.1514874076,6,12,0
4122524.7685625246,6,12,0
5211574.5409122143,6,12,0
22565010.3213019734,6,12,0
38302761.8940187970,6,12,0
49366520.4947102179,6,12,0
79218763.2288545401,6,12,0
6121368.2932444680,6,12,0
15493794.4663857188,6,12,0
54849802.7178369899,6,12,0
7630384.3246315291,6,12,0
55632410.1629422527,6,12,0
72706898.7154255126,6,12,0
5370859.3035080591,6,12,0
39634997.0758925732,6,12,0
1431421.2249026579,6,12,0
5484596.2823612762,6,12,0
8286984.2754023690,6,12,0
3087910.5236240987,6,12,0
5661241.6142521882,6,12,0
1892555.1979218093,6,12,0
2241824.9228002982,6,12,0
5026358.0232925430,6,12,0
2124862.5704236333,6,12,0
6600940.1555598250,6,12,0
36852666.7381493583,6,12,0
11229654.1765087729,6,12,0
42643144.3187629556,6,12,0
6637929.1251807346,6,11,0
80916926.2053973945,6,11,0
84622622.7624067275,6,11,0
8937715.6281418789,6,11,0
38868446.6094970011,6,11,0
2545681.2985666718,6,11,0
4830142.0473702630,6,11,0
6048291.4873802123,6,11,0
55996930.4867445397,6,11,0
4007528.4478609548,6,10,0
81300582.2456284392,6,10,0
19203695.9125400778,6,10,0
51098232.6564950910,6,10,0
3875244.6691208221,6,10,0
9046866.9824198743,6,10,0
5136968.7559598928,6,10,0
4805374.5504637384,6,10,0
55727473.7577613686,6,10,0
4613929.5615963129,6,10,0
87100009.4422763083,6,10,0
75053673.0463741161,6,10,0
7738374.8630009683,6,9,0
42953388.6009390862,6,9,0
39411721.4618252171,6,9,0
43899334.5613538506,6,9,0
2105669.6226949819,6,9,0
55902631.9993952139,6,9,0
31979241.2269422927,6,9,0
5903240.2778097226,6,9,0
2014307.3611842210,6,9,0
9130504.0483718620,6,9,0
4282955.5168354311,6,9,0
1351203.1112076403,6,8,0
11414045.5512516615,6,8,0
2854931.9234679246,6,8,0
7396644.6369140966,6,7,0
27132978.8614883550,6,6,0
35910081.5464235204,6,6,0
85993942.7092180644,6,6,0
88126277.5389735832,5,177,12
9222870.9095775010,5,173,1
9086711895.7106781995,5,173,1
56539873.0027249817,5,151,0
1636778.9492559573,5,147,0
99826321.7020196151,5,145,1
6457394.0467289981,5,141,1
88556371.7879566968,5,134,2
7291397.6091074904,5,127,1
8753831.5083812467,5,119,1
26216251.4730699691,5,115,1
1461470.1796917150,5,114,1
88461236.7556243582,5,102,1
7333732.4162222716,5,100,2
10273164.5274553015,5,97,0
6215937.4503190956,5,96,0
22301850.7055592545,5,90,1
11717055.2687501316,5,88,0
6381676.9878308533,5,87,1
73497675.9720954301,5,81,3
74040708.6670842437,5,80,0
1973757.8722046630,5,80,0
8562159.2491986240,5,80,0
10543466.9758583606,5,78,1
90496655.0971072905,5,78,0
7479349.1949480609,5,78,1
67504810.2599834553,5,78,2
43954182.0581034502,5,77,1
3644405.6914122756,5,76,0
69515603.8086432782,5,76,1
5511512.0673197005,5,75,0
58749509.5865067460,5,74,1
77327261.9614153178,5,72,1
4361543.5487737593,5,71,0
55692535.3327103442,5,70,0
29570964.3192916968,5,68,1
37657350.9876173824,5,66,2
7707718.4049090286,5,66,1
8764903.2626750908,5,64,0
84278607.3791995324,5,64,1
4103096.0148768502,5,63,0
4178087.7032911177,5,63,1
5493040.3439425467,5,62,1
3880280.3521988841,5,62,0
12603605.4515092066,5,62,0
3972028.6546737895,5,62,1
8060925.1756793360,5,60,0
26519562.2001786042,5,60,1
85052216.5222423745,5,59,0
76213920.5448983035,5,59,1
71698975.4988844497,5,59,2
64212254.2445190855,5,59,1
88491757.7676152251,5,58,0
22846242.6375754975,5,58,0
81574425.5434958788,5,55,0
13910378.6069465786,5,55,1
5765850.5948282569,5,55,0
16678335.8235637155,5,55,1
4772240.5195667320,5,54,0
5061202.3959324483,5,54,0
86147531.1822275626,5,53,0
41521598.5143422341,5,53,0
6071043.7718608798,5,53,1
46330061.5075603974,5,52,0
10361437.3782111455,5,52,0
2989628.1463094396,5,52,1
2838161.4781702653,5,50,1
2949301877.3484904802,5,50,0
2248754.7783173763,5,50,1
4808574.8665241033,5,50,0
44679460.8874610437,5,49,0
27596291.1829319841,5,49,0
45061315.2031456518,5,49,0
3681195.0204685254,5,49,0
37178102.3157558473,5,48,0
14923408.5323499626,5,48,0
25185587.1723140461,5,48,0
7459501.3263583753,5,47,0
2946181918.1306806445,5,47,0
81326189.3120091117,5,46,0
51545355.2497176736,5,46,0
52873910.3837820346,5,46,1
32496388.1325157510,5,46,0
4537895.5543332501,5,46,2
8162894.2916605158,5,46,0
51971120.6833586122,5,45,0
4312288.1910940997,5,45,1
66466119.7069926813,5,44,0
6132892.1208685830,5,44,0
34328726.7078208194,5,43,0
10093915.7822304391,5,43,0
688038697.2393134766,5,42,0
2116278.5223204033,5,42,0
2073739361.5459460949,5,42,0
3385269.7049278840,5,42,0
7685556.0526095178,5,42,0
13396121.5175649670,5,42,0
59143831.9503640778,5,41,0
2422991177.9011347046,5,41,1
3434475.4232528961,5,40,1
1698356.1577339422,5,40,0
3860235.7790628928,5,40,1
3135610.5928244316,5,40,0
2573730.4258579797,5,39,0
61216030.8991916178,5,39,0
5184896.7773934801,5,39,4
6494158.4167700899,5,39,1
32651849.9404444962,5,38,0
2439663.6530207748,5,38,0
8816916.6059271167,5,38,1
2221352.0772999791,5,38,2
2569739.8101031899,5,38,1
32237894.7864730961,5,38,0
55981424.7122207341,5,37,0
56499542.2196405586,5,37,1
1643795.2271280716,5,37,0
16769180.5513933195,5,36,0
8852686.2320515436,5,36,1
13643573.2820100902,5,35,0
27815556.2090097227,5,35,1
53031022.9494220562,5,35,0
7360520.4698929166,5,35,1
80961468.0032847961,5,35,0
6724688.1020387197,5,35,2
7433564.9838484793,5,35,0
29723454.6449890999,5,35,0
8720993.0551950908,5,35,0
5571714.4991453778,5,35,0
91347292.4998163318,5,34,0
73549247.9231269047,5,34,1
47317758.5508169198,5,34,0
42583182.3977693374,5,33,1
71425093.9853574783,5,33,0
76131617.4015988142,5,33,0
43482230.3499807027,5,33,0
4128646306.1033871221,5,33,0
2237431.3167956192,5,33,0
69433076.2537266742,5,33,0
93353353.3314121122,5,33,0
59304688.2503711410,5,32,0
55241319.9922727768,5,32,0
1807394.6792147711,5,32,0
85602501.5347470113,5,32,0
54997463.5843857317,5,32,0
1255130.2864074728,5,31,1
5393985456.0596119848,5,31,0
1411939.0605466852,5,31,0
43791414.2015872879,5,31,0
6445892.8785219212,5,31,0
85022617.6226377578,5,31,0
54696845.1905811411,5,31,2
59566070.4632667722,5,31,2
1814293.4508162233,5,31,0
1934894.4756439339,5,30,0
3284425.1246992376,5,30,1
8268852.4406584193,5,30,1
8321172.7493780280,5,30,2
35640514.3450931527,5,30,0
3286441.6500802014,5,30,0
8557210.6454347431,5,29,0
4049138.7669889286,5,29,0
9133428.2538890525,5,29,1
99809596.4037171335,5,29,0
38010407.5889310213,5,29,0
15716815.9311434864,5,29,0
3825667.2959178074,5,29,1
57721567.8048614937,5,29,0
39526000.1615156262,5,29,0
31356095.1082737178,5,28,0
58509126.2214684103,5,28,0
4068185.6598112863,5,28,0
40944107.7453628066,5,28,0
2651577.2126346104,5,27,0
9039571.9454436357,5,27,1
23554121.9228780644,5,27,0
68371476.6919313014,5,27,0
19982973.0466167596,5,27,0
22167660.1797487625,5,27,0
2520811.1209517882,5,27,0
7888827.4446333663,5,27,1
1676773.5069362381,5,27,0
53851668.9490336826,5,26,0
3275662.1589628371,5,26,0
5687566.9810985467,5,26,0
77407709.5478517367,5,26,0
48786522.0127743227,5,26,0
6584886.6475913465,5,25,0
43714740.7065516610,5,25,0
56892325.6022498962,5,25,1
4523349.8748299770,5,25,0
2976470.5750909015,5,25,0
91775684.8095698256,5,24,0
5426793.2272156313,5,24,0
15980665.7639379488,5,24,0
5950799.1359197737,5,24,0
57937538.7194927754,5,24,0
82035836.3445325711,5,24,0
22163415.5336101561,5,24,0
26894188.1025302497,5,24,0
44544944.0521979100,5,24,0
37516303.7662904162,5,23,0
68177457.6983201570,5,23,0
8330668268.4013933921,5,23,0
8953622.0178146459,5,23,0
34547229.0886086794,5,23,0
1281034.1055760011,5,23,0
21036959.2247964375,5,23,0
1997397.8889882705,5,23,0
4647624.6464748231,5,23,0
5533943.3723773395,5,23,0
6778188.7228414357,5,22,0
3931706384.3017151014,5,22,0
34155947.4810353302,5,22,0
88577097.0621740965,5,22,0
35710256.3477753994,5,22,0
66691562.7897251088,5,22,0
24094060.1580092778,5,22,0
5939867.9444652619,5,22,0
87431455.4720611025,5,22,1
8331419.2182398328,5,22,0
86158100.8200727855,5,22,0
16746440.5748893985,5,22,0
5337655.5798323011,5,21,0
33712897.3479531313,5,21,0
5438348.7683796998,5,21,0
1855251.2986366734,5,21,0
9054562.3820750397,5,21,0
7203807.3458896980,5,21,0
80389881.9243224982,5,21,0
75291170.2485635273,5,21,0
3431674.6507412861,5,20,0
63834136.1003099554,5,20,0
